Customer Name,Employee Name,Route Name,State,Visit Day,acedns
INACTIV1122,ASL1028,GAJROLA,,,N
INACTIV1123,,Moradabad,,,N
INACTIV1123,ASL1028,Moradabad,,,N
INACTIV1124,,Moradabad,,,N
INACTIV1124,ASL1028,Moradabad,,,N
INACTIV1125,,BIJNOR,,,N
INACTIV1125,ASL1028,BIJNOR,,,N
INACTIV1126,,BIJNOR,,,N
INACTIV1126,ASL1028,BIJNOR,,,N
INACTIV1127,,BAREILLY,,,N
INACTIV1127,ASL1028,BAREILLY,,,N
INACTIV1128,,BEHJOI,,,N
INACTIV1128,ASL1028,BEHJOI,,,N
INACTIV1129,,BADAUN,,,N
INACTIV1129,ASL1028,BADAUN,,,N
INACTIV1130,,Moradabad,,,N
INACTIV1130,ASL1028,Moradabad,,,N
INACTIV1131,,Moradabad,,,N
INACTIV1131,ASL1028,Moradabad,,,N
INACTIV1132,,BADAUN,,,N
INACTIV1132,ASL1028,BADAUN,,,N
INACTIV1133,,SAMBHAL,,,N
INACTIV1133,ASL1028,SAMBHAL,,,N
INACTIV1134,,Moradabad,,,N
INACTIV1134,ASL1028,Moradabad,,,N
VNSDR00250,,SAFIDO,,,Y
VNSDR00250,ASLS063,SAFIDO,,,Y
VNSDR00250,ASL1028,SAFIDO,,,Y
VNSDR00250,ASLS080,SAFIDO,,,Y
INACTIV1135,,Moradabad,,,N
INACTIV1135,ASL1028,Moradabad,,,N
INACTIV1136,,Moradabad,,,N
INACTIV1136,ASL1028,Moradabad,,,N
INACTIV1137,,AMROHA,,,N
INACTIV1137,ASL1028,AMROHA,,,N
INACTIV1138,,Moradabad,,,N
INACTIV1138,ASL1028,Moradabad,,,N
INACTIV114,,JAIPUR,,,N
INACTIV114,ASL1028,JAIPUR,,,N
INACTIV1140,,JAIPUR,,,N
INACTIV1140,ASL1028,JAIPUR,,,N
INACTIV1141,,JAIPUR,,,N
INACTIV1141,ASL1028,JAIPUR,,,N
INACTIV1142,,MAHUWA,,,N
INACTIV1142,ASL1028,MAHUWA,,,N
INACTIV1143,,NOHAR,,,N
INACTIV1143,ASL1028,NOHAR,,,N
INACTIV1144,,JAIPUR,,,N
INACTIV1144,ASL1028,JAIPUR,,,N
INACTIV1145,,MAKRANA,,,N
INACTIV1145,ASL1028,MAKRANA,,,N
